PlayerId;TeamId;FranchiseId;First Name;Last Name;Nick Name;Height;Weight;Date Of Birth;Birthcity;Birthstate;Nationality_One;Nationality_Two;Nationality_Three;Retired;Hand
688;10;10;Thomas;Bordeleau;;70;174;2002-1-3;Houston;TX;The United States;Canada;Switzerland;0;Left
689;10;10;Cole;Perfetti;;71;194;2002-1-1;Whitby;ON;Canada;;;0;Left
690;-1;-1;Rudy;Guimond;;75;184;2005-5-19;Montreal;QC;Canada;;;0;Left
691;9;9;Alexander;Romanov;;73;209;2000-1-6;Moscow;MOS;Russia;;;0;Left
692;-1;-1;Nico;Sturm;;75;209;1995-5-3;Augsburg;BAV;Germany;;;0;Left
693;3;3;Leon;Draisaitl;;74;209;1995-10-27;Cologne;NOR;Germany;;;0;Left
694;-1;-1;Ville;Husso;Hude;75;209;1995-2-6;Helsinki;UUS;Finland;;;0;Left
695;17;17;Juuse;Saros;Juse;70;179;1995-4-19;Hämeenlinna;KAN;Finland;;;0;Left
696;-1;-1;Joel;Kiviranta;;71;185;1996-3-23;Vantaa;UUS;Finland;;;0;Left
697;27;27;Joonas;Korpisalo;Korppi;75;190;1994-4-28;Pori;SAT;Finland;;;0;Left
698;46;46;Kevin;Lankinen;Keke;74;185;1995-4-28;Helsinki;UUS;Finland;;;0;Left
699;20;20;Esa;Lindell;;75;221;1994-5-23;Helsinki;UUS;Finland;;;0;Left
700;40;40;Simon;Forsmark;;74;196;2003-10-17;Kumla;ÖRE;Sweden;;;0;Left
701;51;51;Vinzenz;Rohrer;;70;167;2004-9-9;Feldkirch;VOR;Austria;Switzerland;;0;Right
702;47;0;Ryan;Chesley;;72;194;2004-2-27;Mahtomedi;MN;The United States;;;0;Right
703;52;52;David;Rittich;;75;205;1992-8-19;Jihlava;VYS;Czech Republic;;;0;Left
704;59;59;Victor;Stjernborg;;70;203;2003-5-22;Malmö;SKå;Sweden;;;0;Left
705;29;29;Filip;Forsberg;;74;205;1994-8-13;Piteå;NOR;Sweden;;;0;Right
706;18;18;André;Burakovsky;;74;209;1995-2-9;Klagenfurt;KäR;Sweden;Austria;;0;Left
707;6;6;William;Karlsson;Wild Bill;72;194;1993-1-8;Märsta;STO;Sweden;;;0;Left
708;51;51;Jirí;Felcman;;76;198;2005-4-17;Prague;PRA;Czech Republic;Switzerland;;0;Left
709;52;21;David;Reinbacher;;74;194;2004-10-25;Hohenems;VOR;Austria;Switzerland;;0;Right
710;-1;-1;Patrick;Thomas;;72;178;2004-8-21;Hamilton;ON;Canada;;;0;Left
711;60;60;Liam;Dower Nilsson;;72;190;2003-4-14;Göteborg;VäS;Sweden;;;0;Left
712;44;29;Alexei;Kolosov;;72;189;2002-1-4;Minsk;MIN;Belarus;;;0;Left
713;57;57;Trent;Miner;;73;185;2001-2-5;Souris;MB;Canada;;;0;Left
714;-1;-1;Emil;Galimov;;74;190;1992-5-9;Nizhnekamsk;TAT;Russia;;;0;Left
715;-1;-1;Isaac;Poulter;;74;188;2001-9-12;Winnipeg;MB;Canada;;;0;Left
716;61;16;Jack;Berglund;;75;209;2006-4-10;Karlstad;VäR;Sweden;Switzerland;;0;Left
717;25;25;Pavel;Buchnevich;;73;196;1995-4-17;Cherepovets;VOL;Russia;;;0;Left
718;-1;-1;Jaydon;Dureau;;72;176;2001-1-20;White City;SK;Canada;;;0;Left
719;-1;-1;Gage;Goncalves;;73;183;2001-1-16;Mission;BC;Canada;Portugal;;0;Left
720;-1;-1;Alex;Young;;71;183;2001-3-22;Calgary;AB;Canada;;;0;Right
721;15;15;Valeri;Nichushkin;;76;209;1995-3-4;Chelyabinsk;CHE;Russia;;;0;Left
722;-1;-1;Nikita;Zadorov;;78;249;1995-4-16;Moscow;MOS;Russia;;;0;Left
723;42;42;Judd;Caulfield;;75;207;2001-3-19;Grand Forks;ND;The United States;;;0;Right
724;15;15;Emil;Hemming;;73;212;2006-6-27;Vaasa;OST;Finland;;;0;Right
725;42;42;Ryker;Evans;;72;192;2001-12-13;Calgary;AB;Canada;;;0;Left
726;25;25;Ivan;Barbashev;;72;198;1995-12-14;Moscow;MOS;Russia;;;0;Left
727;4;4;Vladislav;Gavrikov;;75;214;1995-11-21;Yaroslavl;YAR;Russia;;;0;Left
728;58;58;Dylan;Peterson;;76;197;2002-1-8;Roseville;CA;The United States;Canada;;0;Right
729;-1;-1;Ilya;Lyubushkin;;74;201;1994-4-6;Moscow;MOS;Russia;;;0;Right
730;20;20;Quinton;Byfield;;77;216;2002-8-19;Newmarket;ON;Canada;;;0;Left
731;4;4;Ilya;Sorokin;;75;190;1995-8-4;Mezhdurechensk;SAM;Russia;;;0;Left
732;6;6;Calle;Clang;;74;207;2002-5-20;Olofström;BLE;Sweden;;;0;Left
733;-1;-1;Elliot;Desnoyers;;71;183;2002-1-21;Saint-Hyacinthe;QC;Canada;;;0;Left
734;22;22;Igor;Shesterkin;;73;190;1995-12-30;Moscow;MOS;Russia;;;0;Left
735;-1;-1;Luke;Tuch;;74;208;2002-3-7;Baldwinsville;NY;The United States;;;0;Left
736;-1;-1;Wyatt;Schingoethe;;71;181;2002-8-3;Algonquin;IL;The United States;;;0;Left
737;-1;-1;Sean;Farrell;;69;174;2001-11-2;Hopkinton;MA;The United States;;;0;Left
738;39;39;Samuel;Knažko;;73;190;2002-8-7;Trencín;TRE;Slovakia;;;0;Left
739;53;53;Jérémie;Poirier;;73;200;2002-6-2;Salaberry-de-Valleyfield;QC;Canada;;;0;Left
740;57;57;Jan;Myšák;;71;190;2002-6-24;Litvínov;UST;Czech Republic;;;0;Left
741;54;54;Drew;Helleson;;75;205;2001-3-26;Farmington;MN;The United States;;;0;Right
742;31;31;Connor;Bedard;;70;190;2005-7-17;North Vancouver;BC;Canada;;;0;Right
743;55;9;Shane;Wright;;72;198;2004-1-5;Burlington;ON;Canada;;;0;Right
744;8;8;Matthew;Savoie;;69;196;2004-1-1;St. Albert;AB;Canada;;;0;Right
745;15;15;Jesper;Wallstedt;;75;219;2002-11-14;Västerås;VäS;Sweden;;;0;Left
746;56;20;Carson;Lambos;;73;200;2003-1-14;Winnipeg;MB;Canada;;;0;Left
747;53;8;Simon;Edvinsson;;78;216;2003-2-5;Kungsbacka;VäS;Sweden;;;0;Left
748;18;18;Andrei;Vasilevskiy;;76;225;1994-7-25;Tyumen;TYU;Russia;;;0;Left
749;-1;-1;Linus;Karlsson;;73;179;1999-11-16;Eksjö;JöN;Sweden;;;0;Right
750;-1;-1;Niilopekka;Muhonen;;76;194;2006-2-28;Kuopio;NSA;Finland;;;0;Left
751;61;61;Ole Julian;Bjørgvik-Holm;;75;194;2002-5-23;Oslo;AKE;Norway;;;0;Left
752;26;26;Cole;Caufield;;68;174;2001-1-2;Mosinee;WI;The United States;Canada;;0;Right
753;57;12;Stanislav;Svozil;;72;188;2003-1-17;Prerov;OLO;Czech Republic;;;0;Left
754;7;7;Zachary;L'Heureux;;71;196;2003-5-15;Mercier;QC;Canada;;;0;Left
755;-1;-1;Charles-Alexis;Legault;;75;207;2003-9-5;Montreal;QC;Canada;;;0;Right
756;-1;-1;Nikita;Quapp;;76;212;2003-1-25;Ravensburg;BAD;Germany;;;0;Left
757;21;21;Juraj;Slafkovský;;75;238;2004-3-30;Kosice;KOS;Slovakia;;;0;Left
758;9;9;Tim;Stützle;;72;190;2002-1-15;Viersen;NOR;Germany;;;0;Left
759;56;20;Elmer;Söderblom;;80;247;2001-7-5;Göteborg;VäS;Sweden;;;0;Left
760;39;39;Dylan;Duke;;70;176;2003-3-4;Northville;MI;The United States;Canada;;0;Left
761;8;8;Owen;Power;;78;220;2002-11-22;Mississauga;ON;Canada;;;0;Left
762;57;57;Jack;Thompson;;73;190;2002-3-19;Toronto;ON;Canada;;;0;Right
763;-1;-1;Tomas;Mrsic;;72;170;2006-2-26;Surrey;BC;Canada;;;0;Left
764;-1;-1;Julian;Lutz;;75;194;2004-2-29;Weingarten;BAD;Germany;;;0;Left
765;7;7;William;Eklund;;71;181;2002-10-12;Stockholm;STO;Sweden;;;0;Left
766;38;3;Emil;Andrae;;69;181;2002-2-23;Västervik;KAL;Sweden;;;0;Left
767;-1;-1;Martin;Chromiak;;72;197;2002-8-20;Ilava;TRE;Slovakia;;;0;Right
768;-1;-1;Joel;Määttä;;74;210;2002-7-6;Helsinki;UUS;Finland;;;0;Left
769;59;1;Roni;Hirvonen;;70;179;2002-1-10;Espoo;UUS;Finland;;;0;Left
770;50;50;Eetu;Liukas;;74;198;2002-9-25;Kaarina;SOU;Finland;;;0;Left
771;57;57;Christoffer;Sedoff;;73;196;2002-2-20;Helsinki;UUS;Finland;;;0;Left
772;42;42;Eemil;Viro;;72;183;2002-4-3;Vantaa;UUS;Finland;;;0;Left
773;59;1;Topi;Niemelä;;72;181;2002-3-25;Oulu;NOS;Finland;;;0;Right
774;20;20;Joel;Blomqvist;;74;183;2002-1-10;Nykarleby;OST;Finland;;;0;Left
775;50;50;Niko;Huuhtanen;;75;198;2003-6-26;Helsinki;UUS;Finland;;;0;Right
776;-1;-1;Simon;Knak;;74;209;2002-1-27;Kloten;ZH;Switzerland;;;0;Left
777;22;22;J.J.;Peterka;;72;195;2002-1-14;Munich;BAV;Germany;;;0;Left
778;-1;-1;Maksymilian;Szuber;;75;201;2002-8-25;Opole;OPO;Germany;Poland;;0;Left
779;52;52;Vasili;Ponomaryov;;70;181;2002-3-13;Zelenograd;MOS;Russia;;;0;Left
780;3;3;Yaroslav;Askarov;;75;179;2002-6-16;Omsk;OMS;Russia;;;0;Right
781;-1;-1;Jesse;Kiiskinen;;72;198;2005-8-23;Hollola;PAH;Finland;;;0;Right
782;-1;-1;Clarke;Caswell;;71;176;2006-2-2;Brandon;MB;Canada;;;0;Left
783;-1;-1;Blake;Coleman;Pickles;71;207;1991-11-28;Plano;TX;The United States;;;0;Left
784;62;62;Phil;Di Giuseppe;;72;192;1993-10-9;Toronto;ON;Canada;;;0;Left
785;-1;-1;Luke;Glendening;;71;190;1989-4-28;Grand Rapids;MI;The United States;;;0;Right
786;26;26;Zach;Hyman;;73;205;1992-6-9;Toronto;ON;Canada;;;0;Right
787;9;9;Torey;Krug;;69;185;1991-4-12;Livonia;MI;The United States;;;0;Left
788;27;27;Anders;Lee;;75;236;1990-7-3;Dellwood;MN;The United States;;;0;Left
789;46;46;Max;McCormick;;71;188;1992-5-1;De Pere;WI;The United States;;;0;Left
790;-1;-1;Jon;Merrill;;75;205;1992-2-3;Brighton;MI;The United States;;;0;Left
791;-1;-1;Jordan;Oesterle;;72;187;1992-6-25;Dearborn Heights;MI;The United States;;;0;Left
792;17;17;Bryan;Rust;;71;192;1992-5-11;Novi;MI;The United States;;;0;Right
793;-1;-1;Pavel;Kraskovsky;;76;209;1996-9-11;Yaroslavl;YAR;Russia;;;0;Left
794;8;8;Reilly;Smith;;72;185;1991-4-1;Toronto;ON;Canada;;;0;Left
795;51;51;William;McIsaac;;75;192;2006-5-26;Vancouver;BC;Canada;;;0;Left
796;-1;-1;T.J.;Tynan;;68;161;1992-2-25;Orland Park;IL;The United States;;;0;Right
797;57;12;Brad;Lambert;;72;183;2003-12-19;Lahti;PAH;Finland;Canada;;0;Right
798;21;21;Logan;Stankoven;;68;181;2003-2-26;Kamloops;BC;Canada;;;0;Right
799;-1;-1;Mattias;Janmark;;74;205;1992-12-8;Stockholm;STO;Sweden;;;0;Left
800;-1;-1;Oscar;Dansk;;75;205;1994-2-28;Tumba;STO;Sweden;;;0;Left
801;9;9;Jonas;Johansson;;77;220;1995-9-19;Gävle;GäV;Sweden;;;0;Left
802;25;25;Erik;Gustafsson;;72;196;1992-3-14;Nynäshamn;STO;Sweden;;;0;Left
803;-1;-1;Alexander;Wennberg;;73;190;1994-9-22;Nacka;STO;Sweden;;;0;Left
804;-1;-1;Calle;Rosén;;72;176;1994-2-2;Växjö;KRO;Sweden;;;0;Left
805;-1;-1;Marcus;Högberg;;77;218;1994-11-25;Örebro;ÖRE;Sweden;;;0;Left
806;19;19;Rasmus;Andersson;;72;214;1996-10-27;Malmö;SKå;Sweden;;;0;Right
807;-1;-1;Robert;Hägg;;74;209;1995-2-8;Uppsala;UPP;Sweden;;;0;Left
808;12;12;Linus;Ullmark;;76;214;1993-7-31;Kramfors;VäS;Sweden;;;0;Left
809;29;29;Hampus;Lindholm;;76;225;1994-1-20;Helsingborg;SKå;Sweden;;;0;Left
810;3;3;Viktor;Arvidsson;;70;185;1993-4-8;Skellefteå;VäS;Sweden;;;0;Right
811;29;29;William;Nylander;;72;203;1996-5-1;Calgary;AB;Sweden;Canada;;0;Right
812;31;31;Sacha;Boisvert;;74;192;2006-3-17;Trois-Rivières;QC;Canada;;;0;Left
813;43;17;Lenni;Hämeenaho;;73;188;2004-11-7;Kajaani;KAI;Finland;;;0;Right
814;46;46;Joe;Hicketts;;68;176;1996-5-4;Kamloops;BC;Canada;;;0;Left
815;-1;-1;Dysin;Mayo;;74;194;1996-8-17;Victoria;BC;Canada;;;0;Right
816;29;29;Brayden;Point;;70;183;1996-3-13;Calgary;AB;Canada;;;0;Right
817;-1;-1;Haydn;Fleury;;75;207;1996-7-8;Carlyle;SK;Canada;;;0;Left
818;35;35;Riley;Patterson;;74;192;2006-3-22;Burlington;ON;Canada;;;0;Left
819;31;31;Beckett;Sennecke;;75;181;2006-1-28;Toronto;ON;Canada;;;0;Right
820;-1;-1;Nicolas;Aubé-Kubel;;72;207;1996-5-10;Sorel-Tracy;QC;Canada;;;0;Right
821;-1;-1;Clark;Bishop;;73;196;1996-3-29;St. John's;NL;Canada;;;0;Left
822;26;26;Oskar;Sundqvist;;75;220;1994-3-23;Boden;NOR;Sweden;;;0;Right
823;-1;-1;Brendan;Lemieux;;73;214;1996-3-15;Centennial;CO;Canada;The United States;;0;Left
824;-1;-1;Mike;Amadio;;73;205;1996-5-13;Sault Ste. Marie;ON;Canada;;;0;Right
825;-1;-1;Hayden;Hodgson;;74;207;1996-3-2;Windsor;ON;Canada;;;0;Right
826;25;25;Connor;McDavid;;73;194;1997-1-13;Richmond Hill;ON;Canada;;;0;Left
827;20;20;Pavel;Zacha;;76;207;1997-4-6;Brno;JHM;Czech Republic;;;0;Left
828;18;18;Kasperi;Kapanen;Kassu;73;194;1996-7-23;Kuopio;NSA;Finland;;;0;Right
829;-1;-1;Oskar;Jellvik;;71;181;2003-2-8;Täby;STO;Sweden;;;0;Left
830;47;47;Kaapo;Kähkönen;;74;216;1996-8-16;Helsinki;UUS;Finland;;;0;Left
831;-1;-1;Jonathan;Drouin;;72;203;1995-3-28;Sainte-Agathe-des-Monts;QC;Canada;;;0;Left
832;16;16;Conor;Garland;;68;181;1996-3-11;Scituate;MA;The United States;;;0;Right
833;46;46;Matthew;Highmore;;71;187;1996-2-27;Halifax;NS;Canada;;;0;Left
834;-1;-1;Bokondji;Imama;;73;220;1996-8-3;Montreal;QC;Canada;DR Congo;;0;Left
835;-1;-1;Anthony;Richard;;71;183;1996-12-20;Trois-Rivières;QC;Canada;;;0;Left
836;15;15;MacKenzie;Weegar;;72;201;1994-1-7;Ottawa;ON;Canada;;;0;Right
837;-1;-1;Spencer;Smallman;;73;198;1996-9-9;Summerside;PE;Canada;;;0;Right
838;-1;-1;Darren;Raddysh;;73;203;1996-2-28;Caledon;ON;Canada;;;0;Right
839;-1;-1;Robby;Fabbri;;73;185;1996-1-22;Mississauga;ON;Canada;;;0;Left
840;27;27;Sam;Bennett;;73;194;1996-6-20;Toronto;ON;Canada;;;0;Left
841;54;54;Maxim;Groshev;;73;192;2001-12-14;Agryz;TAT;Russia;;;0;Left
842;-1;-1;Justin;Bailey;;76;214;1995-7-1;Buffalo;NY;The United States;Canada;;0;Right
843;12;12;Jacob;Middleton;;75;218;1996-1-2;Stratford;ON;Canada;;;0;Left
844;36;36;Alex;Nedeljkovic;;72;203;1996-1-7;Parma;OH;The United States;;;0;Left
845;20;20;Jared;McCann;;73;185;1996-5-31;London;ON;Canada;;;0;Left
846;-1;-1;Ludwig;Persson;;72;188;2003-10-8;Göteborg;VäS;Sweden;;;0;Left
847;-1;-1;Zach;Sawchenko;;73;185;1997-12-30;Calgary;AB;Canada;;;0;Left
848;15;15;Sebastian;Aho;Professor;72;176;1997-7-26;Rauma;SAT;Finland;;;0;Left
849;-1;-1;Arttu;Ruotsalainen;Are;69;187;1997-10-29;Oulu;NOS;Finland;;;0;Left
850;19;19;Mikko;Rantanen;;76;216;1996-10-29;Nousiainen;SOU;Finland;;;0;Left
851;-1;-1;Jimmy;Vesey;;75;203;1993-5-26;North Reading;MA;The United States;;;0;Left
852;46;46;Mackenzie;MacEachern;;74;194;1994-3-9;Troy;MI;The United States;;;0;Left
853;46;46;Mark;Jankowski;;76;212;1994-9-13;Hamilton;ON;Canada;;;0;Left
854;36;36;Dominic;Toninato;;74;201;1994-3-9;Duluth;MN;The United States;;;0;Left
855;16;16;Teddy;Blueger;;72;185;1994-8-15;Riga;RIG;Latvia;;;0;Left
856;-1;-1;Jakub;Vrána;;72;196;1996-2-28;Prague;PRA;Czech Republic;;;0;Left
857;22;22;David;Pastrnak;Pasta;72;196;1996-5-25;Havírov;MOR;Czech Republic;;;0;Right
858;-1;-1;Sonny;Milano;;72;194;1996-5-12;Massapequa;NY;The United States;;;0;Left
859;6;6;Brett;Pesce;;75;205;1994-11-15;Tarrytown;NY;The United States;;;0;Right
860;60;60;Cal;Petersen;;74;185;1994-10-19;Waterloo;IA;The United States;;;0;Right
861;-1;-1;Noel;Acciari;Cookie;71;209;1991-12-1;Johnston;RI;The United States;;;0;Right
862;-1;-1;Kevin;Rooney;;74;201;1993-5-21;Canton;MA;The United States;;;0;Left
863;39;39;Matyáš;Šapovaliv;;76;194;2004-2-12;Kladno;STR;Czech Republic;;;0;Left
864;9;9;David;Kämpf;;74;194;1995-1-12;Jirkov;UST;Czech Republic;;;0;Left
865;-1;-1;Jan;Rutta;;75;205;1990-7-29;Písek;JIH;Czech Republic;;;0;Right
866;53;8;Juha;Jatkola;;73;176;2002-9-12;Kuopio;NSA;Finland;;;0;Left
867;16;16;Roope;Hintz;Hine;75;212;1996-11-17;Tampere;PIR;Finland;;;0;Left
868;-1;-1;Patrik;Koch;;73;190;1996-12-8;Malacky;BRA;Slovakia;Czech Republic;;0;Left
869;20;20;Karel;Vejmelka;;76;203;1996-5-25;Trebíc;VYS;Czech Republic;;;0;Right
870;22;22;Mathew;Barzal;;73;190;1997-5-26;Coquitlam;BC;Canada;;;0;Right
871;15;15;Noah;Hanifin;;75;216;1997-1-25;Northfield;MA;The United States;;;0;Left
872;3;3;Travis;Konecny;;70;192;1997-3-11;Chatham-Kent;ON;Canada;;;0;Right
873;1;1;Jack;Eichel;;74;203;1996-10-28;Chelmsford;MA;The United States;;;0;Right
874;8;8;Dylan;Strome;;75;201;1997-3-7;Mississauga;ON;Canada;;;0;Left
875;7;7;Matthew;Tkachuk;;74;201;1997-12-11;Republic;MO;The United States;Canada;;0;Left
876;-1;-1;Rodrigo;Abols;;76;205;1996-1-5;Riga;RIG;Latvia;;;0;Left
877;-1;-1;Kasper;Björkqvist;;73;198;1997-7-10;Espoo;UUS;Finland;;;0;Left
878;11;11;Patrik;Laine;;77;216;1998-4-19;Tampere;PIR;Finland;;;0;Right
879;63;63;Joey;Anderson;;72;207;1998-6-19;Roseville;MN;The United States;;;0;Right
880;-1;-1;Anthony;Angello;;77;209;1996-3-6;Albany;NY;The United States;;;0;Right
881;4;4;Alex;Barré-Boulet;;70;181;1997-5-21;Montmagny;QC;Canada;;;0;Left
882;62;19;Nathan;Bastian;;76;205;1997-12-6;Kitchener;ON;Canada;;;0;Right
883;16;16;Anthony;Beauvillier;;71;181;1997-6-8;Sorel-Tracy;QC;Canada;;;0;Left
884;1;1;Will;Borgen;;75;205;1996-12-19;Moorhead;MN;The United States;;;0;Right
885;36;36;Guillaume;Brisebois;;74;174;1997-7-21;Mont-Saint-Hilaire;QC;Canada;;;0;Left
886;27;27;Michael;Bunting;;72;185;1995-9-17;Toronto;ON;Canada;;;0;Left
887;34;34;Kyle;Capobianco;;73;196;1997-8-13;Mississauga;ON;Canada;;;0;Left
888;1;1;Thomas;Chabot;;74;196;1997-1-30;Sainte-Marie;QC;Canada;;;0;Left
889;3;3;Lawson;Crouse;;76;216;1997-6-23;Mt. Brydges;ON;Canada;;;0;Left
890;15;15;Joey;Daccord;;75;209;1996-8-19;North Andover;MA;The United States;Switzerland;;0;Left
891;-1;-1;Jérémy;Davies;;71;190;1996-12-4;Montreal;QC;Canada;;;0;Left
892;-1;-1;Vincent;Desharnais;;78;216;1996-5-29;Montreal;QC;Canada;;;0;Right
893;-1;-1;Ryan;Donato;;72;190;1996-4-9;Scituate;MA;The United States;;;0;Left
894;25;25;Kevin;Fiala;;70;205;1996-7-22;Uzwil;SG;Switzerland;Czech Republic;;0;Left
895;-1;-1;Christian;Fischer;;74;214;1997-4-15;Wayne;IL;The United States;;;0;Right
896;-1;-1;Julien;Gauthier;;76;227;1997-10-15;Montreal;QC;Canada;;;0;Right
897;-1;-1;Brandon;Gignac;;71;185;1997-11-7;Repentigny;QC;Canada;;;0;Left
898;-1;-1;Jordan;Greenway;;78;231;1997-2-16;Potsdam;NY;The United States;;;0;Left
899;-1;-1;A.J.;Greer;;75;207;1996-12-14;Montreal;QC;Canada;;;0;Left
900;38;38;Cameron;Hughes;;72;183;1996-10-9;Edmonton;AB;Canada;;;0;Left
901;20;20;Mathieu;Joseph;;73;190;1997-2-9;Chambly;QC;Canada;;;0;Left
902;-1;-1;Dakota;Joshua;;75;205;1996-5-15;Dearborn;MI;The United States;;;0;Left
903;-1;-1;Johnny;Kovacevic;;77;218;1997-7-12;Grimsby;ON;Canada;;;0;Right
904;-1;-1;Samuel;Laberge;;74;205;1997-4-10;Châteauguay;QC;Canada;;;0;Left
905;-1;-1;Jérémy;Lauzon;;75;225;1997-4-28;Val-d'Or;QC;Canada;;;0;Left
906;-1;-1;Matt;Luff;;75;225;1997-5-5;Oakville;ON;Canada;;;0;Right
907;10;10;Mitch;Marner;;72;181;1997-5-5;Thornhill;ON;Canada;;;0;Right
908;-1;-1;Joe;Masonius;;72;190;1997-2-17;Spring Lake;NJ;The United States;;;0;Left
909;60;60;Nicolas;Mattinen;;77;216;1998-3-5;Ottawa;ON;Canada;;;0;Right
910;15;15;Charlie;McAvoy;;73;209;1997-12-21;Long Beach;NY;The United States;;;0;Right
911;19;19;Sam;Montembeault;;75;198;1996-10-30;Bécancour;QC;Canada;;;0;Left
912;25;25;Brandon;Montour;;72;194;1994-4-11;Brantford;ON;Canada;;;0;Right
913;-1;-1;Philippe;Myers;;77;220;1997-1-25;Moncton;NB;Canada;;;0;Right
914;11;11;Logan;O'Connor;;72;175;1996-8-14;Calgary;AB;Canada;The United States;;0;Right
915;26;26;Mathieu;Olivier;;74;209;1997-2-11;Saint-Lambert;QC;Canada;The United States;;0;Right
916;-1;-1;Tobie;Paquette-Bisson;;75;207;1997-2-1;Rosemère;QC;Canada;;;0;Left
917;-1;-1;Colton;Poolman;;72;201;1995-12-18;East Grand Forks;MN;The United States;;;0;Left
918;-1;-1;Eric;Robinson;;74;201;1995-6-14;Bellmawr;NJ;The United States;;;0;Left
919;25;25;Jack;Roslovic;;73;194;1997-1-29;Columbus;OH;The United States;;;0;Right
920;26;26;Nicolas;Roy;;76;201;1997-2-5;Amos;QC;Canada;;;0;Right
921;21;21;Daniel;Sprong;;72;194;1997-3-17;Amsterdam;NOO;Canada;The Netherlands;;0;Right
922;34;34;Mitchell;Stephens;;71;190;1997-2-5;Peterborough;ON;Canada;;;0;Right
923;38;38;Jeffrey;Viel;;74;205;1997-1-28;Rimouski;QC;Canada;;;0;Left
924;26;26;Zach;Werenski;;74;214;1997-7-19;Detroit;MI;The United States;;;0;Left
925;-1;-1;Colton;White;;73;187;1997-5-3;London;ON;Canada;;;0;Left
926;-1;-1;Kailer;Yamamoto;;68;152;1998-9-29;Spokane;WA;The United States;;;0;Right
927;-1;-1;Zach;Sanford;;76;207;1994-11-9;Auburn;NH;The United States;;;0;Left
928;6;6;Jake;Guentzel;;71;181;1994-10-6;Woodbury;MN;The United States;;;0;Left
929;-1;-1;Miles;Wood;;74;194;1995-9-13;Buffalo;NY;The United States;;;0;Left
930;-1;-1;Carson;Soucy;;77;212;1994-7-27;Winnipeg;MB;Canada;;;0;Left
931;-1;-1;Anton;Blidh;;72;190;1995-3-14;Mölnlycke;VäS;Sweden;;;0;Left
932;21;21;Artem;Zub;;74;203;1995-10-3;Khabarovsk;KHA;Russia;;;0;Right
933;-1;-1;Ilya;Mikheyev;;74;192;1994-10-10;Omsk;OMS;Russia;;;0;Left
934;-1;-1;Collin;Delia;;74;207;1994-6-20;Rancho Cucamonga;CA;The United States;;;0;Left
935;-1;-1;Brogan;Rafferty;;72;194;1995-5-28;West Dundee;IL;The United States;;;0;Right
936;-1;-1;William;Lagesson;;74;207;1996-2-22;Göteborg;VäS;Sweden;;;0;Left
937;-1;-1;Pierre;Engvall;;77;216;1996-5-31;Ljungby;KRO;Sweden;;;0;Left
938;22;22;Oliver;Kylington;;72;183;1997-5-19;Stockholm;STO;Sweden;Eritrea;;0;Left
939;-1;-1;Rasmus;Asplund;;71;190;1997-12-3;Filipstad;VäR;Sweden;;;0;Left
940;19;19;Gustav;Forsling;;72;198;1996-6-12;Linköping;ÖST;Sweden;;;0;Left
941;6;6;Adrian;Kempe;;74;201;1996-9-13;Kramfors;VäS;Sweden;;;0;Left
942;56;20;Sebastian;Aho;;70;176;1996-2-17;Umeå;VäS;Sweden;;;0;Left
943;6;6;Marcus;Pettersson;;76;176;1996-5-8;Skellefteå;VäS;Sweden;;;0;Left
944;-1;-1;Lukáš;Jašek;;73;172;1997-8-28;Trinec;MOR;Czech Republic;;;0;Right
945;-1;-1;Lucas;Carlsson;;72;192;1997-7-5;Gävle;GäV;Sweden;;;0;Left
946;4;4;Carl;Grundström;Calle;72;201;1997-12-1;Umeå;VäS;Sweden;;;0;Left
947;10;10;Joel;Eriksson Ek;;74;207;1997-1-29;Karlstad;VäR;Sweden;;;0;Left
948;8;8;Erik;Cernák;;76;225;1997-5-28;Kosice;KOS;Slovakia;;;0;Right
949;15;15;Timo;Meier;;72;216;1996-10-8;Herisau;AR;Switzerland;;;0;Left
950;34;34;Kale;Clague;;72;190;1998-6-5;Regina;SK;Canada;;;0;Left
951;8;8;Logan;Thompson;;75;205;1997-2-25;Calgary;AB;Canada;;;0;Right
952;-1;-1;Beck;Malenstyn;;75;201;1998-2-4;White Rock;BC;Canada;;;0;Left
953;16;16;Travis;Sanheim;;75;181;1996-3-29;Wallace-Woodworth;MB;Canada;;;0;Left
954;-1;-1;Tyson;Jost;;71;187;1998-3-14;St. Albert;AB;Canada;;;0;Left
955;-1;-1;Noah;Juulsen;;74;201;1997-4-2;Surrey;BC;Canada;;;0;Right
956;-1;-1;Garrett;Pilon;;71;187;1998-4-13;Mineola;NY;Canada;The United States;;0;Right
957;20;20;Alex;Tuch;;76;216;1996-5-10;Baldwinsville;NY;The United States;;;0;Right
958;-1;-1;Jesse;Puljujärvi;The Bison King;76;201;1998-5-7;Tornio;LAP;Finland;Sweden;;0;Right
959;-1;-1;Sean;Walker;;71;196;1994-11-13;Georgina;ON;Canada;;;0;Right
960;36;36;Justin;Kirkland;;75;183;1996-8-2;Camrose;AB;Canada;;;0;Left
961;-1;-1;Kole;Lind;;73;192;1998-10-16;Shaunavon;SK;Canada;;;0;Right
962;42;42;Cale;Fleury;;73;212;1998-11-19;Calgary;AB;Canada;;;0;Right
963;26;26;Stuart;Skinner;;76;236;1998-11-1;Edmonton;AB;Canada;;;0;Left
964;29;29;Cale;Makar;;71;187;1998-10-30;Calgary;AB;Canada;;;0;Right
