PlayerId;G;LD;RD;LW;C;RW;Aggression;Bravery;Determination;Teamplayer;Leadership;Temperament;Professionalism;Mental Toughness;Goalie Stamina;Acceleration;Agility;Balance;Speed;Stamina;Strength;Fighting;Screening;Getting Open;Passing;Puck Handling;Shooting Accuracy;Shooting Range;Offensive Read;Checking;Faceoffs;Hitting;Positioning;Shot Blocking;Stickchecking;Defensive Read;G Positioning;G Passing;G Pokecheck;Blocker;Glove;Rebound;Recovery;G Puckhandling;Low Shots;G Skating;Reflexes;Skating;Shooting;Playmaking;Defending;Physicality;Conditioning;Character;Hockey Sense;Goalie Technique;Goalie Overall Positioning;Ability;Potential
622;0;8;5;16;10;20;12;12;11;12;12;8;13;0;0;13;11;12;13;13;12;6;13;13;13;13;14;6;13;11;10;13;12;7;12;12;0;0;0;0;0;0;0;0;0;0;0;12;13;11;10;12;16;11;13;0;0;0.5;2.5
623;0;8;8;20;10;20;8;14;13;14;12;13;13;0;0;14;15;13;14;13;12;5;14;13;14;14;14;5;14;10;10;10;11;6;12;12;0;0;0;0;0;0;0;0;0;0;0;13;12;13;9;11;16;11;13;0;0;1.0;3.0
624;0;8;8;20;10;18;10;10;11;12;11;13;12;0;0;12;12;13;12;12;12;5;10;12;12;13;13;6;12;12;10;11;11;8;12;12;0;0;0;0;0;0;0;0;0;0;0;12;12;12;10;10;16;10;12;0;0;0.5;1.0
625;0;8;5;18;10;20;6;11;14;14;14;16;13;0;0;15;14;14;15;14;10;7;13;14;14;15;15;6;15;11;10;10;13;7;12;13;0;0;0;0;0;0;0;0;0;0;0;14;13;12;10;10;17;11;14;0;0;1.5;3.0
626;0;8;5;20;16;10;8;14;15;16;13;15;15;0;0;13;13;14;14;13;13;5;13;13;16;15;13;4;16;12;13;11;13;7;12;13;0;0;0;0;0;0;0;0;0;0;0;13;10;15;11;11;16;12;14;0;0;1.5;2.0
627;0;8;5;14;20;10;5;13;15;18;17;16;16;0;0;16;13;17;15;18;19;4;13;17;18;17;17;7;18;15;18;12;19;7;14;19;0;0;0;0;0;0;0;0;0;0;0;16;15;15;13;12;18;14;17;0;0;5.0;5.0
628;0;8;5;20;12;19;7;14;15;15;15;16;17;0;0;15;15;14;14;15;13;6;11;16;15;14;16;7;14;18;9;15;15;7;16;18;0;0;0;0;0;0;0;0;0;0;0;14;15;13;14;12;17;13;15;0;0;2.5;2.5
629;0;14;20;5;5;8;7;18;16;15;14;6;16;0;0;13;14;17;14;17;17;6;9;12;14;16;8;15;15;14;7;17;15;15;16;13;0;0;0;0;0;0;0;0;0;0;0;14;11;14;15;13;18;12;14;0;0;2.5;2.5
630;20;0;0;0;0;0;7;0;14;15;13;0;14;14;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;12;12;12;12;13;13;12;14;13;14;0;0;8;0;1;10;11;0;12;13;1.0;2.0
631;0;12;20;5;5;8;7;15;14;14;12;15;14;0;0;13;12;16;13;14;17;5;9;10;13;14;7;16;13;15;6;12;13;12;16;13;0;0;0;0;0;0;0;0;0;0;0;14;11;12;14;12;17;11;13;0;0;1.5;2.0
632;0;20;13;8;5;5;6;13;15;14;13;13;14;0;0;13;12;14;13;14;15;5;6;13;14;15;9;16;14;14;6;11;14;13;14;15;0;0;0;0;0;0;0;0;0;0;0;13;12;13;13;10;17;11;14;0;0;1.5;2.0
633;0;14;20;5;5;8;7;14;15;14;14;16;18;0;0;16;15;14;17;14;12;6;7;14;15;16;11;18;16;11;9;12;13;13;15;13;0;0;0;0;0;0;0;0;0;0;0;15;14;13;13;10;16;12;13;0;0;2.5;3.0
634;0;5;8;17;10;20;12;13;9;13;10;8;10;0;0;10;10;13;12;12;12;6;13;11;12;11;12;5;11;12;8;13;11;6;11;12;0;0;0;0;0;0;0;0;0;0;0;11;11;12;10;12;15;10;11;0;0;0.5;2.5
635;20;0;0;0;0;0;9;0;16;14;14;0;15;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;14;15;14;13;14;13;13;13;14;0;0;8;0;1;10;13;0;13;14;2.0;2.5
636;0;5;8;17;20;17;6;14;15;13;15;16;18;0;0;14;12;12;14;14;12;5;13;13;14;14;15;7;13;17;18;13;16;7;12;16;0;0;0;0;0;0;0;0;0;0;0;13;14;13;13;11;17;13;13;0;0;2.0;2.0
637;0;8;8;20;15;19;10;14;14;14;13;13;14;0;0;15;13;16;14;15;14;6;14;15;13;14;15;6;14;13;10;12;12;6;12;13;0;0;0;0;0;0;0;0;0;0;0;15;13;12;10;12;17;11;14;0;0;1.5;3.5
638;0;8;5;20;18;12;10;13;12;14;11;12;14;0;0;15;13;14;14;13;13;5;12;16;12;13;15;6;13;11;9;12;12;6;12;12;0;0;0;0;0;0;0;0;0;0;0;14;13;12;10;12;16;11;14;0;0;1.0;3.5
639;0;8;5;18;20;10;5;10;13;12;10;16;11;0;0;14;14;11;13;12;11;4;10;13;12;14;14;5;14;9;11;9;11;6;12;11;0;0;0;0;0;0;0;0;0;0;0;12;12;11;9;9;16;10;13;0;0;0.5;2.5
640;20;0;0;0;0;0;9;0;14;14;13;0;14;14;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;13;14;14;13;12;13;13;12;14;13;0;0;8;0;1;10;11;0;13;13;1.0;3.5
641;0;8;5;18;10;20;7;13;13;17;12;14;13;0;0;14;14;14;14;13;13;7;13;14;13;15;15;6;15;13;10;11;12;7;13;13;0;0;0;0;0;0;0;0;0;0;0;14;13;13;11;11;16;11;14;0;0;1.5;3.0
642;0;20;18;15;10;13;11;12;12;13;12;12;13;0;0;13;13;14;15;12;13;6;8;9;13;13;8;13;12;12;8;12;13;9;13;13;0;0;0;0;0;0;0;0;0;0;0;14;10;11;11;11;16;11;13;0;0;0.5;2.5
643;0;5;8;14;18;20;6;11;12;14;11;15;11;0;0;12;11;14;12;12;14;7;14;12;13;14;13;5;14;11;10;11;12;7;13;12;0;0;0;0;0;0;0;0;0;0;0;12;11;11;10;11;15;10;13;0;0;0.5;2.5
644;0;20;15;8;5;5;9;14;12;14;12;13;13;0;0;14;12;14;13;13;12;8;7;11;13;15;9;15;13;13;7;14;14;12;13;14;0;0;0;0;0;0;0;0;0;0;0;13;12;13;13;11;16;11;14;0;0;1.0;2.0
645;0;5;8;12;20;19;8;13;13;14;12;15;12;0;0;15;15;13;17;13;12;7;12;14;15;17;15;5;15;9;12;10;14;7;14;12;0;0;0;0;0;0;0;0;0;0;0;15;12;13;11;11;16;11;14;0;0;1.5;3.5
646;0;20;15;8;5;5;11;13;13;12;13;10;13;0;0;12;11;14;12;14;15;7;6;10;13;15;7;16;13;13;5;12;12;11;13;12;0;0;0;0;0;0;0;0;0;0;0;12;11;12;12;11;17;12;12;0;0;1.0;2.5
647;20;0;0;0;0;0;8;0;13;13;10;0;13;14;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;11;11;11;11;12;13;11;13;12;14;0;0;7;0;1;9;10;0;11;13;0.5;2.0
648;0;5;8;18;14;20;10;12;12;13;11;13;13;0;0;14;13;14;13;14;14;6;14;13;13;13;14;5;12;12;10;13;13;7;11;12;0;0;0;0;0;0;0;0;0;0;0;13;12;11;10;12;16;10;12;0;0;1.0;3.5
649;0;20;14;8;5;5;6;16;15;13;13;16;16;0;0;15;14;15;14;15;14;6;7;11;11;14;6;15;12;17;6;13;13;14;14;14;0;0;0;0;0;0;0;0;0;0;0;14;10;12;14;11;17;12;13;0;0;1.5;2.0
650;0;8;5;20;10;18;9;14;12;14;14;12;12;0;0;13;11;15;14;13;15;8;14;12;12;13;14;6;13;14;9;15;14;7;14;14;0;0;0;0;0;0;0;0;0;0;0;14;13;11;12;13;16;11;12;0;0;1.5;2.5
651;0;8;5;19;12;20;6;15;15;17;14;16;15;0;0;19;17;15;18;17;12;6;13;19;16;18;18;7;17;13;11;12;13;7;14;16;0;0;0;0;0;0;0;0;0;0;0;17;16;13;11;11;18;12;18;0;0;3.5;3.5
652;0;15;20;5;5;8;9;12;14;13;11;12;12;0;0;11;10;15;12;12;14;6;6;9;12;13;7;14;12;13;7;12;13;13;14;13;0;0;0;0;0;0;0;0;0;0;0;12;10;12;13;10;15;11;13;0;0;0.5;1.5
653;0;20;15;8;5;5;11;14;14;14;13;13;15;0;0;13;14;15;14;14;14;7;6;11;15;15;7;16;14;12;7;13;13;11;14;13;0;0;0;0;0;0;0;0;0;0;0;14;11;13;12;11;17;11;13;0;0;1.5;2.0
654;0;20;19;8;5;5;9;15;15;14;13;15;16;0;0;13;16;15;16;17;15;7;8;12;14;14;6;13;13;17;6;14;18;14;16;15;0;0;0;0;0;0;0;0;0;0;0;14;9;14;16;12;18;12;16;0;0;2.5;2.5
655;0;5;8;10;20;12;6;11;11;12;10;15;11;0;0;13;14;13;13;13;10;5;11;12;11;14;13;4;12;11;11;9;13;6;14;12;0;0;0;0;0;0;0;0;0;0;0;13;10;12;11;9;16;10;12;0;0;0.5;2.5
656;0;5;8;12;10;20;14;18;14;13;13;12;14;0;0;12;10;16;12;13;17;8;16;12;13;12;13;5;12;17;10;17;14;7;16;12;0;0;0;0;0;0;0;0;0;0;0;13;11;12;13;16;16;12;12;0;0;1.5;2.0
657;20;0;0;0;0;0;9;0;13;14;14;0;13;15;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;16;15;15;14;15;15;16;15;11;15;0;0;8;0;1;10;12;0;15;15;2.5;2.5
658;0;8;8;18;10;20;10;13;13;13;12;11;14;0;0;14;14;13;14;13;12;8;13;14;13;14;15;7;13;12;11;12;13;9;14;13;0;0;0;0;0;0;0;0;0;0;0;13;14;11;12;12;16;11;13;0;0;1.5;1.5
659;0;8;5;18;10;20;7;13;15;14;13;14;14;0;0;14;16;14;15;13;12;7;13;14;15;15;15;6;14;12;10;11;13;7;14;13;0;0;0;0;0;0;0;0;0;0;0;14;13;13;11;11;16;12;14;0;0;1.5;1.5
660;0;5;8;16;18;20;6;14;15;15;14;17;17;0;0;14;14;14;14;15;14;5;14;13;15;15;15;6;14;15;14;13;14;6;13;17;0;0;0;0;0;0;0;0;0;0;0;14;13;14;12;12;17;12;13;0;0;2.5;2.5
661;0;5;8;14;20;16;6;14;15;15;15;16;17;0;0;15;16;16;15;17;16;4;16;17;16;15;16;7;17;14;16;13;16;7;15;16;0;0;0;0;0;0;0;0;0;0;0;15;15;13;13;13;18;13;17;0;0;3.5;3.5
662;0;8;5;19;20;12;7;14;13;15;13;13;13;0;0;13;12;14;14;13;15;6;13;14;15;14;16;6;15;13;13;11;13;7;14;14;0;0;0;0;0;0;0;0;0;0;0;13;14;12;11;12;16;12;14;0;0;1.5;3.0
663;0;20;15;8;5;5;7;14;14;16;14;15;15;0;0;16;19;14;16;19;14;5;8;13;15;16;7;15;15;20;7;11;19;14;16;19;0;0;0;0;0;0;0;0;0;0;0;15;11;14;17;10;19;12;19;0;0;3.5;3.5
664;20;0;0;0;0;0;7;0;15;14;13;0;14;15;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;14;16;16;16;16;15;15;14;14;15;0;0;8;0;1;9;12;0;15;15;3.0;3.0
665;20;0;0;0;0;0;8;0;16;15;14;0;17;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;13;16;14;14;14;13;13;14;13;13;0;0;8;0;1;9;12;0;14;13;1.5;1.5
666;0;5;8;14;12;20;4;15;14;14;14;16;13;0;0;17;16;14;16;15;13;3;13;12;14;15;14;6;14;17;9;14;18;7;14;16;0;0;0;0;0;0;0;0;0;0;0;15;13;13;14;11;17;13;13;0;0;2.5;2.5
667;0;8;5;12;20;10;8;14;14;13;13;11;13;0;0;13;12;15;13;12;15;7;14;12;13;13;13;5;13;12;11;11;13;7;14;12;0;0;0;0;0;0;0;0;0;0;0;13;11;12;11;12;16;11;12;0;0;1.0;3.0
668;20;0;0;0;0;0;9;0;15;15;13;0;15;15;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;15;14;15;14;15;14;14;15;16;14;0;0;8;0;1;10;11;0;14;15;2.5;2.5
669;0;20;15;8;5;5;6;14;13;14;13;14;13;0;0;11;9;16;13;13;15;7;7;8;14;13;8;16;12;14;7;13;14;14;16;15;0;0;0;0;0;0;0;0;0;0;0;13;12;13;14;11;16;11;14;0;0;1.5;2.0
670;0;20;12;8;5;5;16;15;12;13;12;5;12;0;0;11;10;14;12;12;15;8;7;12;13;13;9;17;14;13;5;14;11;11;14;9;0;0;0;0;0;0;0;0;0;0;0;12;13;11;12;13;15;10;10;0;0;1.0;3.0
671;0;8;5;20;15;12;6;12;14;14;14;17;13;0;0;14;15;13;14;14;13;4;12;14;13;15;14;7;14;13;11;10;14;7;14;15;0;0;0;0;0;0;0;0;0;0;0;13;14;11;12;10;17;11;14;0;0;1.5;2.0
672;0;8;5;20;19;12;7;13;14;14;13;15;15;0;0;15;15;14;14;13;12;5;14;15;16;16;15;7;16;11;13;10;13;6;12;13;0;0;0;0;0;0;0;0;0;0;0;14;14;13;10;11;16;11;15;0;0;1.5;3.0
673;20;0;0;0;0;0;9;0;14;17;13;0;15;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;13;15;14;15;14;14;13;14;13;13;0;0;9;0;1;10;12;0;13;14;2.0;2.5
674;20;0;0;0;0;0;9;0;16;15;15;0;16;16;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;13;13;14;15;14;15;13;15;14;15;0;0;8;0;1;9;12;0;13;15;2.5;4.0
675;0;8;5;16;20;12;8;14;13;15;13;14;14;0;0;16;14;14;15;13;12;6;13;14;15;14;14;6;14;13;12;10;14;7;14;14;0;0;0;0;0;0;0;0;0;0;0;15;13;14;12;11;16;12;14;0;0;1.5;2.0
676;0;5;8;14;19;20;9;15;15;16;15;13;15;0;0;16;17;15;17;16;14;6;14;16;17;16;16;6;16;13;11;11;13;7;15;16;0;0;0;0;0;0;0;0;0;0;0;16;14;14;12;12;18;12;16;0;0;3.0;3.5
677;0;14;20;5;5;8;8;13;14;13;14;13;14;0;0;12;12;13;12;12;13;5;7;10;13;14;7;15;13;12;6;11;14;13;14;13;0;0;0;0;0;0;0;0;0;0;0;12;11;12;13;10;16;11;13;0;0;1.0;1.5
678;0;5;8;12;14;20;8;13;13;13;14;13;13;0;0;13;12;14;13;12;13;6;14;16;13;15;16;7;14;13;10;12;12;6;12;13;0;0;0;0;0;0;0;0;0;0;0;13;15;11;10;12;16;11;15;0;0;1.5;2.0
679;0;5;8;12;13;20;10;14;14;15;13;14;14;0;0;14;16;12;14;12;11;7;12;15;14;16;14;5;15;12;10;10;12;6;12;13;0;0;0;0;0;0;0;0;0;0;0;13;12;13;10;11;15;12;15;0;0;1.5;1.5
680;20;0;0;0;0;0;9;0;15;15;13;0;15;15;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;13;13;13;13;12;14;12;11;12;0;0;8;0;1;10;11;0;13;12;1.0;2.0
681;0;8;5;18;20;12;9;14;13;14;13;14;14;0;0;15;13;16;13;14;13;6;15;14;15;15;15;5;14;13;12;11;14;6;14;13;0;0;0;0;0;0;0;0;0;0;0;14;12;13;11;12;17;10;14;0;0;1.5;3.0
682;0;14;20;5;5;8;9;12;14;15;13;18;14;0;0;15;15;14;13;14;13;6;6;12;16;16;6;13;14;15;5;12;13;16;16;13;0;0;0;0;0;0;0;0;0;0;0;14;9;14;15;10;16;12;13;0;0;2.0;3.0
683;0;5;8;19;10;20;8;13;13;14;11;13;16;0;0;14;15;13;14;14;13;8;14;15;14;14;15;6;15;12;11;12;13;7;14;13;0;0;0;0;0;0;0;0;0;0;0;13;13;12;11;12;17;11;15;0;0;1.5;3.0
684;0;5;8;18;10;20;6;13;15;15;13;17;15;0;0;16;15;17;17;15;13;6;14;15;15;16;16;7;15;12;10;10;15;6;14;12;0;0;0;0;0;0;0;0;0;0;0;16;15;13;11;11;17;11;15;0;0;2.0;3.0
685;0;5;8;18;14;20;8;14;15;17;14;16;16;0;0;17;18;15;19;18;13;4;14;16;16;18;16;7;17;14;10;13;14;7;15;16;0;0;0;0;0;0;0;0;0;0;0;17;15;14;12;12;19;12;16;0;0;3.5;4.5
686;20;0;0;0;0;0;8;0;14;14;13;0;15;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;11;13;13;14;14;12;12;13;13;14;0;0;8;0;1;10;12;0;12;13;1.0;2.5
687;0;8;5;20;19;13;6;13;14;16;14;17;15;0;0;14;12;16;14;14;16;5;15;14;15;15;15;5;16;13;12;11;13;6;14;13;0;0;0;0;0;0;0;0;0;0;0;14;12;13;11;12;17;12;15;0;0;2.0;2.5
688;0;8;5;18;20;12;8;13;15;16;15;14;16;0;0;15;15;13;16;15;12;6;12;14;15;15;14;6;15;12;14;10;12;6;13;13;0;0;0;0;0;0;0;0;0;0;0;14;13;14;10;11;17;12;14;0;0;1.5;2.5
689;0;8;5;20;18;14;8;15;15;15;13;16;14;0;0;16;16;14;16;16;14;6;13;15;16;16;15;6;16;14;11;14;14;6;15;14;0;0;0;0;0;0;0;0;0;0;0;15;13;14;12;12;18;12;15;0;0;2.5;3.0
690;20;0;0;0;0;0;6;0;12;11;10;0;11;12;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;9;12;11;12;12;12;11;12;12;13;0;0;7;0;1;10;11;0;10;11;0.5;2.0
691;0;20;19;8;5;5;9;16;16;16;15;7;17;0;0;15;13;14;16;15;16;9;8;12;13;14;6;14;13;17;6;17;15;14;14;14;0;0;0;0;0;0;0;0;0;0;0;15;10;13;15;13;17;12;14;0;0;2.0;2.5
692;0;8;5;14;20;10;6;15;15;13;15;16;15;0;0;13;13;15;14;13;16;6;14;14;13;15;14;6;13;14;18;15;16;7;14;12;0;0;0;0;0;0;0;0;0;0;0;14;13;12;12;13;16;12;13;0;0;2.0;2.0
693;0;8;5;19;20;14;7;15;15;16;16;15;16;0;0;17;18;19;15;20;18;6;14;19;18;19;19;9;19;11;16;12;15;6;14;13;0;0;0;0;0;0;0;0;0;0;0;17;18;14;11;13;20;14;19;0;0;5.0;5.0
694;20;0;0;0;0;0;7;0;13;13;12;0;15;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;15;14;14;14;15;15;15;13;14;0;0;7;0;1;10;11;0;15;15;2.0;2.0
695;20;0;0;0;0;0;7;0;12;14;12;0;15;18;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;13;15;16;15;17;14;14;16;19;17;0;0;8;0;1;10;11;0;14;15;4.0;4.0
696;0;8;5;20;10;18;8;16;16;14;14;15;14;0;0;15;16;12;15;14;12;5;13;13;14;15;13;6;14;15;9;16;14;8;15;15;0;0;0;0;0;0;0;0;0;0;0;14;12;13;13;13;16;12;13;0;0;2.0;2.0
697;20;0;0;0;0;0;9;0;15;16;14;0;16;15;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;15;14;15;15;16;13;14;15;13;0;0;8;0;1;9;12;0;14;15;2.5;2.5
698;20;0;0;0;0;0;8;0;14;15;15;0;15;16;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;13;16;13;15;15;15;13;15;16;15;0;0;8;0;1;9;12;0;14;14;2.5;2.5
699;0;20;14;8;5;5;4;13;15;14;15;17;16;0;0;15;17;16;13;17;14;3;8;13;15;15;6;15;14;17;7;13;18;15;17;18;0;0;0;0;0;0;0;0;0;0;0;14;10;14;16;10;18;12;18;0;0;3.0;3.0
700;0;20;18;8;5;5;13;12;10;14;12;9;12;0;0;12;11;13;13;13;13;6;7;9;14;13;7;16;12;13;6;13;13;11;13;13;0;0;0;0;0;0;0;0;0;0;0;12;11;13;12;11;16;10;13;0;0;1.0;3.0
701;0;5;8;12;19;20;9;13;12;13;13;12;13;0;0;13;14;12;14;13;11;6;12;14;13;14;14;5;14;11;11;11;12;6;12;12;0;0;0;0;0;0;0;0;0;0;0;13;12;11;10;11;16;11;14;0;0;1.0;2.5
702;0;12;20;5;5;8;9;11;11;14;11;12;12;0;0;13;12;13;13;12;13;6;5;11;13;14;9;15;14;11;6;11;12;11;12;12;0;0;0;0;0;0;0;0;0;0;0;13;12;11;11;9;16;10;12;0;0;0.5;3.0
703;20;0;0;0;0;0;8;0;14;14;13;0;14;15;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;16;14;14;12;15;14;16;14;11;14;0;0;8;0;1;10;11;0;15;14;2.0;2.0
704;0;8;5;20;18;12;10;13;13;13;12;12;13;0;0;15;13;14;14;13;12;5;12;12;11;13;14;4;12;12;12;14;12;7;14;13;0;0;0;0;0;0;0;0;0;0;0;14;11;11;11;12;16;11;12;0;0;1.0;2.5
705;0;5;8;20;12;18;7;16;14;17;16;15;15;0;0;18;17;16;18;17;14;6;13;17;18;18;17;8;18;16;10;15;14;8;14;13;0;0;0;0;0;0;0;0;0;0;0;17;16;15;13;13;18;13;17;0;0;3.5;3.5
706;0;8;5;19;12;20;6;14;15;16;13;16;15;0;0;16;15;15;17;16;15;5;15;14;16;16;15;7;16;13;9;13;14;7;15;14;0;0;0;0;0;0;0;0;0;0;0;16;14;14;12;12;17;12;15;0;0;2.5;2.5
707;0;8;5;14;20;12;5;14;14;16;14;17;14;0;0;16;16;15;16;17;14;5;14;14;16;17;14;6;16;17;15;12;17;7;15;18;0;0;0;0;0;0;0;0;0;0;0;15;13;14;14;11;18;12;15;0;0;3.0;3.0
708;0;8;5;12;20;10;9;11;12;13;11;12;12;0;0;12;12;14;13;12;14;6;12;11;14;13;13;4;14;10;12;10;11;6;12;12;0;0;0;0;0;0;0;0;0;0;0;13;10;13;9;11;16;11;12;0;0;0.5;2.5
709;0;12;20;5;5;8;10;13;13;14;13;13;14;0;0;13;13;14;13;14;14;8;7;9;16;14;7;16;13;13;8;13;13;11;14;14;0;0;0;0;0;0;0;0;0;0;0;13;11;14;12;11;16;12;13;0;0;1.5;4.0
710;0;8;5;14;20;10;6;11;12;14;11;15;11;0;0;13;14;12;13;13;11;6;12;14;14;12;14;4;14;11;12;10;12;6;12;12;0;0;0;0;0;0;0;0;0;0;0;12;11;13;10;10;16;11;14;0;0;0.5;2.5
711;0;8;5;12;20;10;7;13;13;12;13;15;12;0;0;13;14;13;13;14;11;7;12;13;14;14;15;5;14;11;12;11;12;7;13;12;0;0;0;0;0;0;0;0;0;0;0;13;12;12;10;10;16;11;13;0;0;1.0;2.5
712;20;0;0;0;0;0;10;0;14;13;13;0;15;14;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;14;13;15;14;13;14;12;15;13;14;0;0;7;0;2;9;11;0;13;13;1.5;3.5
713;20;0;0;0;0;0;9;0;13;17;12;0;14;15;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;11;13;13;13;13;13;12;13;14;14;0;0;9;0;1;10;11;0;12;13;1.0;2.5
714;0;8;8;19;16;20;9;11;14;16;16;13;15;0;0;14;14;13;14;14;12;8;14;14;14;14;14;7;14;13;10;12;14;8;14;13;0;0;0;0;0;0;0;0;0;0;0;13;14;12;12;11;16;11;14;0;0;1.5;1.5
715;20;0;0;0;0;0;9;0;15;15;13;0;14;14;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;11;12;12;13;14;14;12;14;13;14;0;0;8;0;1;9;11;0;11;14;1.0;2.0
716;0;8;5;18;20;12;11;13;12;11;10;9;11;0;0;13;12;14;13;13;14;7;14;14;13;13;14;7;13;13;13;13;13;7;13;13;0;0;0;0;0;0;0;0;0;0;0;13;14;11;11;13;16;11;13;0;0;1.0;3.0
717;0;8;5;20;12;19;7;14;14;17;12;13;14;0;0;17;15;16;16;17;14;6;16;16;16;17;16;7;16;18;9;13;16;6;13;14;0;0;0;0;0;0;0;0;0;0;0;16;15;14;13;12;18;12;16;0;0;3.0;3.0
718;0;8;5;20;18;12;8;12;12;15;12;14;13;0;0;13;15;12;13;14;13;6;11;12;16;15;14;6;16;11;10;11;11;8;12;12;0;0;0;0;0;0;0;0;0;0;0;12;13;14;10;11;17;11;14;0;0;1.0;2.0
719;0;8;5;14;20;10;9;14;13;14;11;13;12;0;0;13;13;13;14;12;13;5;13;13;13;14;13;4;14;13;12;13;12;6;13;13;0;0;0;0;0;0;0;0;0;0;0;13;10;13;11;12;15;10;13;0;0;1.0;2.0
720;0;5;8;10;20;12;8;10;12;12;13;10;13;0;0;13;13;12;13;13;12;6;12;13;13;14;13;4;14;10;12;9;14;6;12;12;0;0;0;0;0;0;0;0;0;0;0;12;10;12;10;10;16;11;13;0;0;0.5;1.5
721;0;8;5;15;12;20;4;16;14;16;12;16;13;0;0;16;14;17;16;16;16;4;15;15;16;15;16;7;16;17;7;15;18;7;13;14;0;0;0;0;0;0;0;0;0;0;0;16;15;14;13;13;17;12;15;0;0;3.0;3.0
722;0;20;19;8;5;5;16;17;16;13;13;8;15;0;0;14;13;18;14;16;19;9;10;13;13;14;9;15;12;17;6;17;14;12;17;15;0;0;0;0;0;0;0;0;0;0;0;15;12;12;15;15;17;12;14;0;0;2.5;2.5
723;0;5;8;12;10;20;8;13;14;14;13;14;13;0;0;13;11;15;14;13;15;7;15;13;13;13;14;6;13;14;10;12;14;7;12;12;0;0;0;0;0;0;0;0;0;0;0;14;13;12;11;12;16;11;13;0;0;1.5;2.0
724;0;5;8;12;10;20;6;12;12;13;11;14;12;0;0;14;12;14;14;12;13;5;12;14;13;13;13;6;13;12;10;10;12;6;13;14;0;0;0;0;0;0;0;0;0;0;0;14;12;11;10;10;16;10;13;0;0;1.0;3.5
725;0;20;13;8;5;5;11;14;14;15;13;10;14;0;0;14;14;12;15;13;12;6;7;12;15;15;9;16;16;12;5;16;12;11;12;13;0;0;0;0;0;0;0;0;0;0;0;13;12;14;11;12;16;11;12;0;0;1.5;2.5
726;0;8;5;20;18;16;8;15;15;16;14;14;16;0;0;17;15;16;16;16;14;6;15;15;15;17;16;9;16;13;10;16;15;6;16;16;0;0;0;0;0;0;0;0;0;0;0;16;17;13;12;13;18;11;15;0;0;3.0;3.0
727;0;20;14;8;5;5;8;15;16;14;13;14;15;0;0;14;13;17;14;18;16;5;8;12;14;14;8;15;14;16;7;14;17;14;17;17;0;0;0;0;0;0;0;0;0;0;0;15;11;13;16;12;19;13;17;0;0;2.5;2.5
728;0;5;8;11;20;12;12;15;12;13;11;11;11;0;0;12;12;14;13;14;15;7;14;12;13;12;12;4;13;13;12;14;10;5;12;13;0;0;0;0;0;0;0;0;0;0;0;13;10;13;10;14;17;10;12;0;0;1.0;2.5
729;0;14;20;5;5;8;7;15;14;16;13;13;16;0;0;12;14;16;12;15;18;7;8;10;14;13;6;14;12;18;6;16;15;13;14;17;0;0;0;0;0;0;0;0;0;0;0;13;10;14;15;12;17;12;16;0;0;2.0;2.0
730;0;8;5;20;19;12;9;16;14;16;13;12;14;0;0;16;13;17;18;15;17;6;17;14;16;17;15;6;17;14;12;13;14;7;15;14;0;0;0;0;0;0;0;0;0;0;0;17;13;15;12;14;17;11;15;0;0;3.0;4.5
731;20;0;0;0;0;0;7;0;15;14;13;0;15;15;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;16;16;15;15;16;16;16;13;17;0;0;8;0;1;10;12;0;16;16;4.0;4.0
