StaffId;Executive;Manager;Coach;Scout;Trainer;Off Pref;Phy Pref;Line Matching;Goalie Handling;Favor Veterans;Innovation;Loyalty;Coaching G;Coaching Defense;Coaching Forwards;Coaching Prospects;Def Skills;Off Skills;Phy Training;Player Management;Motivation;Discipline;Negotiating;Self-Preservation;Tactics;Ingame Tactics;Trainer Skill;Evaluate Abilities;Evaluate Potential
689;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Loyal;6;6;6;6;6;6;6;10;13;12;11;12;10;10;0;;14;14
690;1;15;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;6;9;6;6;6;9;9;0;;13;13
691;1;15;18;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;11;7;10;10;10;10;7;10;7;7;7;10;10;0;;14;16
692;1;15;18;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;9;13;12;10;14;11;12;11;12;11;11;11;11;0;;11;10
693;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;11;13;14;11;12;12;11;12;11;9;12;10;10;0;;10;10
694;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;11;11;14;11;10;12;13;13;12;10;13;12;11;0;;10;13
695;1;15;19;20;1;Defensive;Physical;Balanced;Balanced;Prefers Veterans;Balanced;Balanced;5;7;11;5;7;8;8;5;6;5;5;5;5;8;0;;10;10
696;1;20;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;9;7;9;9;9;7;7;0;;14;13
697;1;16;20;20;1;Standard;Balanced;Balanced;Balanced;Prefers Prospects;Balanced;Balanced;6;9;14;13;9;10;10;14;7;3;9;9;6;10;0;;15;15
698;20;20;20;20;1;Offensive;Physical;Balanced;Balanced;Prefers Prospects;Conservative;Loyal;4;6;9;4;6;7;7;6;5;6;6;6;4;7;0;;14;13
699;1;15;19;20;1;Offensive;Balanced;Balanced;Balanced;Prefers Prospects;Balanced;Balanced;2;3;5;2;3;4;4;4;3;1;2;2;2;4;0;;5;5
700;1;10;20;15;1;Standard;Physical;Passive;Balanced;Prefers Veterans;Conservative;Balanced;10;11;11;14;14;12;16;12;13;15;10;11;10;9;0;;11;13
701;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;4;10;15;16;10;15;6;14;13;14;5;14;13;14;0;;12;15
702;1;10;15;20;1;Defensive;Non-physical;Balanced;Balanced;Prefers Prospects;Innovative;Balanced;4;11;6;5;7;5;6;4;5;4;4;4;4;7;0;;12;12
703;1;10;20;15;1;Offensive;Very Non-Physical;Balanced;Balanced;Prefers Prospects;Very Innovative;Balanced;8;10;11;13;11;12;9;12;12;11;4;12;10;11;0;;11;13
704;1;15;15;20;1;Offensive;Very Non-Physical;Balanced;Balanced;Prefers Prospects;Innovative;Ruthless;4;6;10;4;6;7;7;10;5;2;6;6;4;7;0;;14;12
705;10;10;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;2;3;6;2;3;4;4;3;3;3;3;3;2;4;0;;12;11
706;10;18;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;8;12;5;8;9;9;8;6;8;8;8;5;9;0;;15;11
707;1;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;9;12;12;9;10;10;10;7;4;4;4;6;10;0;;13;13
708;10;10;19;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;8;6;14;10;6;12;3;7;3;3;3;5;8;0;;14;14
709;18;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;13;7;12;8;6;7;4;6;12;7;6;5;8;0;;11;11
710;1;10;20;14;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;14;15;14;11;17;12;11;12;4;11;12;12;0;;12;10
711;1;10;20;14;1;Offensive;Non-physical;Balanced;Balanced;Prefers Prospects;Balanced;Balanced;10;12;16;13;12;17;11;10;13;11;10;12;10;12;0;;10;12
712;1;12;20;14;1;Standard;Balanced;Balanced;Aggressive;Balanced;Balanced;Balanced;15;10;10;15;11;10;13;11;12;12;10;11;10;9;0;;10;14
713;17;20;12;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;3;3;3;3;3;3;3;5;3;5;5;5;3;3;0;;7;9
714;10;20;12;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;11;10;12;12;12;10;15;13;11;14;14;10;11;0;;13;13
715;19;20;15;20;1;Standard;Balanced;Balanced;Balanced;Prefers Prospects;Conservative;Balanced;6;6;6;6;6;6;6;12;6;5;12;5;6;6;0;;12;12
716;5;15;20;20;1;Standard;Balanced;Passive;Balanced;Prefers Prospects;Innovative;Balanced;15;15;16;18;14;16;14;16;17;15;10;15;16;16;0;;14;14
717;1;15;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;6;9;6;6;6;9;9;0;;13;13
718;1;10;20;19;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;15;10;15;15;10;14;5;11;5;5;12;13;14;0;;14;14
719;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;10;12;12;11;11;10;10;0;;13;13
720;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;10;12;12;11;11;10;11;0;;14;14
721;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;10;12;12;10;10;11;10;0;;14;13
722;1;10;20;20;1;Very Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Loyal;4;10;15;15;10;15;12;14;11;13;11;12;12;12;0;;12;13
723;1;1;1;1;20;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;0;0;0;0;0;0;0;0;14;12;0;0;0;0;16;;0;0
724;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;;14;14
725;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;4;6;4;4;4;6;6;0;;13;13
726;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;;12;13
727;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;;13;13
728;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;4;6;4;4;4;6;6;0;;14;14
729;1;15;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Loyal;5;10;12;11;10;12;11;13;12;12;10;10;11;10;0;;14;15
730;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;;15;15
731;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;;14;14
732;1;15;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Loyal;5;10;13;14;10;13;12;12;10;13;11;12;13;12;0;;14;14
733;15;20;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;11;12;12;12;11;10;10;0;;13;13
734;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;;14;14
735;1;15;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;12;10;12;12;10;12;11;11;10;10;11;10;12;0;;14;15
736;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;;13;13
737;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;;12;14
738;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;4;6;4;4;4;6;6;0;;14;14
739;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;15;8;15;15;8;14;4;9;4;4;4;9;9;0;;10;10
740;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;16;12;8;15;12;8;14;5;10;5;5;5;10;10;0;;10;10
741;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;4;6;4;4;4;6;6;0;;13;14
742;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;4;6;4;4;4;6;6;0;;13;13
743;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;4;7;4;4;4;7;7;0;;14;14
744;19;20;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;10;12;11;12;12;7;7;0;;13;14
745;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;4;6;4;4;4;6;6;0;;13;13
746;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;12;8;14;12;8;12;12;12;13;10;12;11;12;0;;9;9
747;10;10;17;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;8;8;14;8;8;12;4;8;4;4;4;8;8;0;;13;13
748;10;10;17;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;12;12;14;11;13;12;4;9;4;4;4;9;9;0;;14;14
749;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;4;6;4;4;4;6;6;0;;13;13
750;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;10;12;14;10;13;12;4;8;4;4;4;8;8;0;;12;14
751;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;4;6;4;4;4;6;6;0;;14;14
752;1;15;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;4;15;10;14;15;12;13;7;9;7;7;7;9;9;0;;15;15
753;19;20;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;8;8;8;8;8;8;13;8;11;14;13;8;8;0;;16;16
754;1;19;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;9;7;9;13;9;7;7;0;;14;14
755;10;15;18;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;12;12;13;11;12;12;6;9;6;6;6;9;9;0;;14;14
756;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;16;10;13;16;10;14;14;15;14;5;5;13;14;0;;10;10
757;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;;14;15
758;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;4;6;4;4;4;6;6;0;;13;14
759;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;4;6;4;4;4;6;6;0;;13;13
760;1;15;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;17;10;8;16;10;8;12;8;11;8;8;8;11;11;0;;16;16
761;10;10;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;10;15;14;10;15;13;4;9;4;4;4;9;9;0;;13;13
762;1;10;20;19;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;16;12;15;16;12;13;14;10;5;5;5;13;14;0;;13;14
763;1;20;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;13;7;9;15;9;7;7;0;;14;14
764;15;20;15;20;1;Standard;Balanced;Balanced;Balanced;Prefers Prospects;Innovative;Balanced;10;10;10;12;10;12;11;15;12;12;15;13;10;10;0;;13;12
765;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;4;7;4;4;4;7;7;0;;14;15
766;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;4;7;4;4;4;7;7;0;;14;14
767;10;10;17;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;12;16;16;12;16;14;13;15;14;10;13;14;14;0;;15;15
768;1;15;20;18;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;16;10;8;15;10;8;12;7;9;7;7;7;9;9;0;;14;14
769;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;;13;13
770;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;;15;14
771;1;15;18;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;15;10;14;14;10;13;7;10;7;7;7;10;10;0;;14;14
772;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;20;;10;10
773;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;12;12;13;12;12;10;4;9;4;4;4;9;9;0;;13;14
774;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;4;6;4;4;4;6;6;0;;13;13
775;1;15;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;15;12;15;15;12;14;7;9;7;7;7;9;9;0;;14;15
776;19;20;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;12;13;12;13;13;7;7;0;;14;15
777;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;4;7;4;4;4;7;7;0;;14;14
778;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;4;7;4;4;4;7;7;0;;13;14
779;10;20;12;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;10;12;11;10;11;11;14;12;12;14;13;11;13;0;;14;14
780;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;5;7;5;5;5;7;7;0;;15;15
781;1;19;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;10;13;12;10;11;10;9;7;9;9;9;6;10;0;;13;15
782;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;;14;15
783;1;15;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;12;7;6;8;6;7;7;6;7;7;7;5;8;0;;14;14
784;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;9;12;11;12;9;8;7;10;7;7;7;9;10;0;;15;13
785;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;;14;15
786;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;13;6;8;10;7;9;10;9;11;7;10;8;10;0;;15;13
787;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;;14;14
788;1;19;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;12;13;13;11;12;7;7;0;;13;14
789;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;4;7;4;4;4;7;7;0;;14;13
790;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;;14;14
791;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;4;7;4;4;4;7;7;0;;14;15
792;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;5;7;5;5;5;7;7;0;;15;14
793;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;4;7;4;4;4;7;7;0;;13;15
794;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;4;7;4;4;4;7;7;0;;15;15
795;1;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;15;10;14;15;10;12;4;9;4;4;4;9;9;0;;13;13
796;19;20;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;8;8;8;8;8;8;12;13;14;14;12;8;8;0;;15;15
797;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;5;7;5;5;5;7;7;0;;14;15
798;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;4;7;4;4;4;7;7;0;;14;14
799;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;4;6;4;4;4;6;6;0;;13;14
800;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;8;8;8;8;8;8;5;8;5;5;5;8;8;0;;15;16
801;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;4;7;4;4;4;7;7;0;;15;15
802;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;8;8;8;8;8;8;8;8;8;8;8;8;8;0;;15;16
803;20;20;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;13;12;14;13;12;7;7;0;;14;14
804;19;20;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;13;13;13;13;12;7;7;0;;15;16
805;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;4;7;4;4;4;7;7;0;;13;13
806;1;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;10;14;15;12;15;14;5;10;5;5;5;10;10;0;;13;13
807;1;10;20;18;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;10;16;15;13;16;14;5;11;5;5;5;11;11;0;;15;15
808;1;10;20;19;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;10;16;15;13;16;14;5;11;5;5;5;11;11;0;;14;15
809;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;8;8;8;8;8;8;5;8;5;5;5;8;8;0;;14;15
810;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;4;7;4;4;4;7;7;0;;13;14
811;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;4;6;4;4;4;6;6;0;;14;14
812;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;4;7;4;4;4;7;7;0;;14;15
813;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;4;6;4;4;4;6;6;0;;13;13
814;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;5;7;5;5;5;7;7;0;;14;14
815;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;5;7;5;5;5;7;7;0;;15;15
816;1;10;20;19;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;12;14;14;12;14;13;4;8;4;4;4;8;8;0;;12;12
817;1;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;16;10;8;15;10;8;12;4;9;4;4;4;9;9;0;;13;13
818;1;16;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;12;15;16;12;15;14;13;11;9;12;9;11;11;0;;13;13
819;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
820;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
821;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
822;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
823;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
824;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
825;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
826;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
827;1;15;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;6;9;6;6;6;9;9;0;;13;13
828;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
829;1;10;20;15;1;Defensive;Balanced;Balanced;Balanced;Prefers Prospects;Innovative;Balanced;7;11;9;13;12;10;13;10;12;11;8;11;7;8;0;;9;9
830;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
831;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
832;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
833;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
834;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
835;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;8;8;14;9;9;14;11;15;13;4;11;8;8;0;;9;9
836;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
837;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
838;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
839;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Prefers Prospects;Innovative;Balanced;7;9;11;15;11;11;14;9;10;10;7;10;9;9;0;;12;11
840;1;10;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Innovative;Balanced;7;13;9;14;12;9;15;10;8;8;7;9;6;9;0;;11;11
841;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
842;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
843;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
844;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
845;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
846;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;10;12;13;10;12;14;6;11;8;4;10;8;9;0;;10;10
847;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
848;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
849;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
850;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
851;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
852;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;4;9;4;4;4;9;9;0;;9;9
853;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;;13;13
854;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;;13;13
855;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;;13;13
856;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;;13;13
857;1;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;;13;13
